Survived,Pclass,Age,SibSp,Parch,Fare,Embarked,Mapped_Title,FamilySize,TicketPrefix,TicketNumber,TicketNumberLengthGroup,TicketNumberPrefix,Mapped_Sex,AgeGroup,Age_Pclass_Group,FareGroup,FamilySizeGroup,Age_Pclass,family_size_pclass_total,family_size_pclass_survived
1,1,48.0,1,0,76.7292,C,0,2,PC,17572,5,5_17,0,40-50,40-50_Pclass_1,70-80,Small,48.0,101,0.6842105263157895
1,2,48.0,1,2,65.0,S,2,4,UNKNOWN,220845,6,6_22,1,40-50,40-50_Pclass_2,60-70,Small,96.0,78,0.625
1,1,48.0,1,0,39.6,C,1,2,UNKNOWN,11755,5,5_11,1,40-50,40-50_Pclass_1,30-40,Small,48.0,101,0.6842105263157895
0,3,4.0,4,2,31.275,S,3,7,UNKNOWN,347082,6,6_34,0,<20,<20_Pclass_3,30-40,Large,12.0,54,0.06818181818181818
1,1,39.0,1,0,55.9,S,2,2,UNKNOWN,13507,5,5_13,1,30-40,30-40_Pclass_1,50-60,Small,39.0,101,0.6842105263157895
1,3,33.0,3,0,15.85,S,2,4,UNKNOWN,3101278,7,7_31,1,30-40,30-40_Pclass_3,10-20,Small,99.0,113,0.40217391304347827
0,2,29.0,0,0,10.5,S,0,1,W./C.,14263,5,5_14,0,20-30,20-30_Pclass_2,10-20,Alone,58.0,104,0.36470588235294116
0,1,49.0,1,1,110.8833,C,0,3,UNKNOWN,17421,5,5_17,0,40-50,40-50_Pclass_1,100-200,Small,49.0,101,0.6842105263157895
0,3,3.5,8,2,69.55,S,3,11,CA.,2343,4,4_23,0,<20,<20_Pclass_3,60-70,Large,10.5,54,0.06818181818181818
0,3,30.0,0,0,7.2292,C,0,1,UNKNOWN,2700,4,4_27,0,20-30,20-30_Pclass_3,0-10,Alone,90.0,324,0.21374045801526717
0,1,42.0,1,0,52.0,S,0,2,UNKNOWN,113789,6,6_11,0,40-50,40-50_Pclass_1,50-60,Small,42.0,101,0.6842105263157895
1,1,36.0,0,2,71.0,S,1,3,WE/P,5735,4,4_57,1,30-40,30-40_Pclass_1,70-80,Small,36.0,101,0.6842105263157895
0,1,61.0,0,0,33.5,S,0,1,UNKNOWN,111240,6,6_11,0,60-70,60-70_Pclass_1,30-40,Alone,61.0,109,0.5365853658536586
0,3,18.0,0,0,6.75,Q,1,1,UNKNOWN,365226,6,6_36,1,<20,<20_Pclass_3,0-10,Alone,54.0,324,0.21374045801526717
1,3,18.0,0,0,7.4958,S,1,1,UNKNOWN,3101265,7,7_31,1,<20,<20_Pclass_3,0-10,Alone,54.0,324,0.21374045801526717
1,2,0.67,1,1,14.5,S,3,3,UNKNOWN,250649,6,6_25,0,<20,<20_Pclass_2,10-20,Small,1.34,78,0.625
1,3,32.0,0,0,56.4958,S,0,1,UNKNOWN,1601,4,4_16,0,30-40,30-40_Pclass_3,50-60,Alone,96.0,324,0.21374045801526717
0,3,30.0,0,0,8.05,S,0,1,UNKNOWN,374910,6,6_37,0,20-30,20-30_Pclass_3,0-10,Alone,90.0,324,0.21374045801526717
0,3,30.0,0,0,8.05,S,0,1,SOTON/OQ,392082,6,6_39,0,20-30,20-30_Pclass_3,0-10,Alone,90.0,324,0.21374045801526717
0,3,21.0,1,0,14.4542,C,1,2,UNKNOWN,2665,4,4_26,1,20-30,20-30_Pclass_3,10-20,Small,63.0,113,0.40217391304347827
0,3,16.0,0,0,8.05,S,0,1,A/,20589,5,5_20,0,<20,<20_Pclass_3,0-10,Alone,48.0,324,0.21374045801526717
1,1,31.0,1,0,57.0,S,0,2,UNKNOWN,17474,5,5_17,0,30-40,30-40_Pclass_1,50-60,Small,31.0,101,0.6842105263157895
1,1,48.0,0,0,26.55,S,0,1,UNKNOWN,19952,5,5_19,0,40-50,40-50_Pclass_1,20-30,Alone,48.0,109,0.5365853658536586
1,3,22.0,0,0,7.225,C,0,1,UNKNOWN,2620,4,4_26,0,20-30,20-30_Pclass_3,0-10,Alone,66.0,324,0.21374045801526717
1,3,13.0,0,0,7.2292,C,1,1,UNKNOWN,2687,4,4_26,1,<20,<20_Pclass_3,0-10,Alone,39.0,324,0.21374045801526717
0,3,32.0,1,0,15.85,S,0,2,UNKNOWN,3101278,7,7_31,0,30-40,30-40_Pclass_3,10-20,Small,96.0,113,0.40217391304347827
0,3,28.0,2,0,7.925,S,0,3,UNKNOWN,3101277,7,7_31,0,20-30,20-30_Pclass_3,0-10,Small,84.0,113,0.40217391304347827
0,2,46.0,0,0,26.0,S,0,1,UNKNOWN,28403,5,5_28,0,40-50,40-50_Pclass_2,20-30,Alone,92.0,104,0.36470588235294116
0,3,28.0,0,0,7.7958,S,0,1,UNKNOWN,350042,6,6_35,0,20-30,20-30_Pclass_3,0-10,Alone,84.0,324,0.21374045801526717
0,2,42.0,1,0,27.0,S,0,2,UNKNOWN,243847,6,6_24,0,40-50,40-50_Pclass_2,20-30,Small,84.0,78,0.625
0,3,35.0,0,0,8.05,S,0,1,UNKNOWN,373450,6,6_37,0,30-40,30-40_Pclass_3,0-10,Alone,105.0,324,0.21374045801526717
0,3,2.0,3,2,27.9,S,1,6,UNKNOWN,347088,6,6_34,1,<20,<20_Pclass_3,20-30,Large,6.0,54,0.06818181818181818
1,3,31.0,0,0,8.6833,S,2,1,UNKNOWN,349244,6,6_34,1,30-40,30-40_Pclass_3,0-10,Alone,93.0,324,0.21374045801526717
1,3,21.0,1,0,15.5,Q,1,2,UNKNOWN,367230,6,6_36,1,20-30,20-30_Pclass_3,10-20,Small,63.0,113,0.40217391304347827
0,3,30.0,0,0,7.8958,S,0,1,UNKNOWN,349201,6,6_34,0,20-30,20-30_Pclass_3,0-10,Alone,90.0,324,0.21374045801526717
1,2,19.0,1,0,26.0,S,2,2,UNKNOWN,2908,4,4_29,1,<20,<20_Pclass_2,20-30,Small,38.0,78,0.625
0,3,20.0,0,0,8.6625,S,0,1,UNKNOWN,315094,6,6_31,0,<20,<20_Pclass_3,0-10,Alone,60.0,324,0.21374045801526717
0,3,14.0,5,2,46.9,S,0,8,CA,2144,4,4_21,0,<20,<20_Pclass_3,40-50,Large,42.0,54,0.06818181818181818
1,2,34.0,0,1,23.0,S,2,2,UNKNOWN,231919,6,6_23,1,30-40,30-40_Pclass_2,20-30,Small,68.0,78,0.625
1,3,21.0,0,0,7.7375,Q,1,1,UNKNOWN,36866,5,5_36,1,20-30,20-30_Pclass_3,0-10,Alone,63.0,324,0.21374045801526717
1,3,21.0,0,0,7.75,Q,1,1,UNKNOWN,14312,5,5_14,1,20-30,20-30_Pclass_3,0-10,Alone,63.0,324,0.21374045801526717
0,3,51.0,0,0,7.75,S,0,1,UNKNOWN,347064,6,6_34,0,50-60,50-60_Pclass_3,0-10,Alone,153.0,324,0.21374045801526717
0,3,21.0,0,0,7.6292,Q,1,1,UNKNOWN,330909,6,6_33,1,20-30,20-30_Pclass_3,0-10,Alone,63.0,324,0.21374045801526717
1,3,21.0,0,0,7.75,Q,1,1,UNKNOWN,14311,5,5_14,1,20-30,20-30_Pclass_3,0-10,Alone,63.0,324,0.21374045801526717
1,3,21.0,0,0,7.75,Q,1,1,UNKNOWN,335677,6,6_33,1,20-30,20-30_Pclass_3,0-10,Alone,63.0,324,0.21374045801526717
0,3,28.0,0,0,9.5,S,0,1,UNKNOWN,345770,6,6_34,0,20-30,20-30_Pclass_3,0-10,Alone,84.0,324,0.21374045801526717
0,2,25.0,0,0,13.0,S,0,1,C.A.,29178,5,5_29,0,20-30,20-30_Pclass_2,10-20,Alone,50.0,104,0.36470588235294116
0,1,19.0,3,2,263.0,S,0,6,UNKNOWN,19950,5,5_19,0,<20,<20_Pclass_1,200+,Large,19.0,6,0.6
0,3,35.0,0,0,7.8958,C,0,1,UNKNOWN,349213,6,6_34,0,30-40,30-40_Pclass_3,0-10,Alone,105.0,324,0.21374045801526717
1,1,35.0,1,0,83.475,S,2,2,UNKNOWN,36973,5,5_36,1,30-40,30-40_Pclass_1,80-90,Small,35.0,101,0.6842105263157895
1,3,9.0,1,1,15.9,S,3,3,C.A.,37671,5,5_37,0,<20,<20_Pclass_3,10-20,Small,27.0,113,0.40217391304347827
0,3,20.0,0,0,4.0125,C,0,1,UNKNOWN,2648,4,4_26,0,<20,<20_Pclass_3,0-10,Alone,60.0,324,0.21374045801526717
1,2,42.0,0,0,13.0,S,0,1,UNKNOWN,237798,6,6_23,0,40-50,40-50_Pclass_2,10-20,Alone,84.0,104,0.36470588235294116
0,2,30.0,0,0,13.0,S,0,1,UNKNOWN,28228,5,5_28,0,20-30,20-30_Pclass_2,10-20,Alone,60.0,104,0.36470588235294116
0,2,30.0,0,0,0.0,S,0,1,UNKNOWN,239856,6,6_23,0,20-30,20-30_Pclass_2,0-10,Alone,60.0,104,0.36470588235294116
1,3,21.0,0,0,7.7958,S,0,1,UNKNOWN,350034,6,6_35,0,20-30,20-30_Pclass_3,0-10,Alone,63.0,324,0.21374045801526717
0,3,47.0,0,0,7.25,S,0,1,A/,3902,4,4_39,0,40-50,40-50_Pclass_3,0-10,Alone,141.0,324,0.21374045801526717
0,1,25.0,1,2,151.55,S,2,4,UNKNOWN,113781,6,6_11,1,20-30,20-30_Pclass_1,100-200,Small,25.0,101,0.6842105263157895
0,3,16.0,0,0,9.2167,S,0,1,UNKNOWN,7534,4,4_75,0,<20,<20_Pclass_3,0-10,Alone,48.0,324,0.21374045801526717
0,1,45.0,1,0,83.475,S,0,2,UNKNOWN,36973,5,5_36,0,40-50,40-50_Pclass_1,80-90,Small,45.0,101,0.6842105263157895
0,3,38.0,0,0,8.6625,S,0,1,UNKNOWN,315089,6,6_31,0,30-40,30-40_Pclass_3,0-10,Alone,114.0,324,0.21374045801526717
1,1,56.0,0,0,35.5,C,0,1,UNKNOWN,13213,5,5_13,0,50-60,50-60_Pclass_1,30-40,Alone,56.0,109,0.5365853658536586
1,3,21.0,1,1,22.3583,C,1,3,UNKNOWN,2668,4,4_26,1,20-30,20-30_Pclass_3,20-30,Small,63.0,113,0.40217391304347827
0,1,31.0,0,0,50.4958,S,0,1,PC,17590,5,5_17,0,30-40,30-40_Pclass_1,50-60,Alone,31.0,109,0.5365853658536586
1,1,30.0,0,0,93.5,S,1,1,UNKNOWN,12749,5,5_12,1,20-30,20-30_Pclass_1,90-100,Alone,30.0,109,0.5365853658536586
0,1,30.0,0,0,27.7208,C,0,1,PC,17605,5,5_17,0,20-30,20-30_Pclass_1,20-30,Alone,30.0,109,0.5365853658536586
0,3,14.0,0,0,7.8542,S,1,1,UNKNOWN,350406,6,6_35,1,<20,<20_Pclass_3,0-10,Alone,42.0,324,0.21374045801526717
1,3,16.0,0,0,7.7333,Q,1,1,UNKNOWN,35851,5,5_35,1,<20,<20_Pclass_3,0-10,Alone,48.0,324,0.21374045801526717
0,3,40.0,1,0,9.475,S,2,2,UNKNOWN,7546,4,4_75,1,30-40,30-40_Pclass_3,0-10,Small,120.0,113,0.40217391304347827
0,1,55.0,0,0,30.5,S,0,1,UNKNOWN,113787,6,6_11,0,50-60,50-60_Pclass_1,30-40,Alone,55.0,109,0.5365853658536586
0,3,19.0,0,0,7.775,S,0,1,UNKNOWN,347069,6,6_34,0,<20,<20_Pclass_3,0-10,Alone,57.0,324,0.21374045801526717
1,1,45.0,0,0,26.55,S,0,1,UNKNOWN,111428,6,6_11,0,40-50,40-50_Pclass_1,20-30,Alone,45.0,109,0.5365853658536586
1,1,36.0,1,2,120.0,S,2,4,UNKNOWN,113760,6,6_11,1,30-40,30-40_Pclass_1,100-200,Small,36.0,101,0.6842105263157895
1,3,27.0,0,0,7.925,S,1,1,STON/O,3101283,7,7_31,1,20-30,20-30_Pclass_3,0-10,Alone,81.0,324,0.21374045801526717
1,1,49.0,1,0,76.7292,C,2,2,PC,17572,5,5_17,1,40-50,40-50_Pclass_1,70-80,Small,49.0,101,0.6842105263157895
1,1,41.0,0,0,134.5,C,1,1,UNKNOWN,16966,5,5_16,1,40-50,40-50_Pclass_1,100-200,Alone,41.0,109,0.5365853658536586
0,1,19.0,1,0,53.1,S,0,2,UNKNOWN,113773,6,6_11,0,<20,<20_Pclass_1,50-60,Small,19.0,101,0.6842105263157895
0,3,33.0,0,0,7.775,S,0,1,UNKNOWN,347062,6,6_34,0,30-40,30-40_Pclass_3,0-10,Alone,99.0,324,0.21374045801526717
1,1,27.0,1,0,53.1,S,0,2,UNKNOWN,113806,6,6_11,0,20-30,20-30_Pclass_1,50-60,Small,27.0,101,0.6842105263157895
0,1,30.0,0,0,27.7208,C,0,1,PC,17612,5,5_17,0,20-30,20-30_Pclass_1,20-30,Alone,30.0,109,0.5365853658536586
1,1,35.0,0,0,26.2875,S,0,1,PC,17475,5,5_17,0,30-40,30-40_Pclass_1,20-30,Alone,35.0,109,0.5365853658536586
0,3,29.0,1,1,10.4625,S,2,3,UNKNOWN,347054,6,6_34,1,20-30,20-30_Pclass_3,10-20,Small,87.0,113,0.40217391304347827
1,2,30.0,3,0,21.0,S,2,4,UNKNOWN,31027,5,5_31,1,20-30,20-30_Pclass_2,20-30,Small,60.0,78,0.625
0,3,34.0,0,0,8.05,S,0,1,UNKNOWN,364506,6,6_36,0,30-40,30-40_Pclass_3,0-10,Alone,102.0,324,0.21374045801526717
1,3,29.0,0,0,7.8958,C,0,1,UNKNOWN,349240,6,6_34,0,20-30,20-30_Pclass_3,0-10,Alone,87.0,324,0.21374045801526717
1,1,19.0,0,0,30.0,S,1,1,UNKNOWN,112053,6,6_11,1,<20,<20_Pclass_1,30-40,Alone,19.0,109,0.5365853658536586
1,1,35.0,0,0,135.6333,S,1,1,PC,17760,5,5_17,1,30-40,30-40_Pclass_1,100-200,Alone,35.0,109,0.5365853658536586
0,3,30.0,8,2,69.55,S,0,11,CA.,2343,4,4_23,0,20-30,20-30_Pclass_3,60-70,Large,90.0,54,0.06818181818181818
1,2,40.0,0,0,15.75,S,2,1,C.A.,33595,5,5_33,1,30-40,30-40_Pclass_2,10-20,Alone,80.0,104,0.36470588235294116
0,1,62.0,0,0,26.55,S,0,1,UNKNOWN,113807,6,6_11,0,60-70,60-70_Pclass_1,20-30,Alone,62.0,109,0.5365853658536586
0,3,25.0,1,0,7.925,S,1,2,STON/O,3101271,7,7_31,1,20-30,20-30_Pclass_3,0-10,Small,75.0,113,0.40217391304347827
0,3,26.0,0,0,8.05,S,0,1,UNKNOWN,341826,6,6_34,0,20-30,20-30_Pclass_3,0-10,Alone,78.0,324,0.21374045801526717
0,3,18.0,0,1,14.4542,C,1,2,UNKNOWN,2691,4,4_26,1,<20,<20_Pclass_3,10-20,Small,54.0,113,0.40217391304347827
0,2,34.0,1,0,21.0,S,0,2,UNKNOWN,31027,5,5_31,0,30-40,30-40_Pclass_2,20-30,Small,68.0,78,0.625
0,3,48.0,0,0,7.8542,S,0,1,UNKNOWN,350047,6,6_35,0,40-50,40-50_Pclass_3,0-10,Alone,144.0,324,0.21374045801526717
0,3,28.0,0,0,7.8958,S,0,1,UNKNOWN,349207,6,6_34,0,20-30,20-30_Pclass_3,0-10,Alone,84.0,324,0.21374045801526717
0,3,24.0,2,0,24.15,S,0,3,A/,48871,5,5_48,0,20-30,20-30_Pclass_3,20-30,Small,72.0,113,0.40217391304347827
1,2,17.0,0,0,12.0,C,1,1,SC,1748,4,4_17,1,<20,<20_Pclass_2,10-20,Alone,34.0,104,0.36470588235294116
1,1,38.0,1,0,71.2833,C,2,2,PC,17599,5,5_17,1,30-40,30-40_Pclass_1,70-80,Small,38.0,101,0.6842105263157895
0,3,30.0,0,0,7.2292,C,0,1,UNKNOWN,2671,4,4_26,0,20-30,20-30_Pclass_3,0-10,Alone,90.0,324,0.21374045801526717
0,3,40.0,0,0,7.8958,S,0,1,UNKNOWN,349251,6,6_34,0,30-40,30-40_Pclass_3,0-10,Alone,120.0,324,0.21374045801526717
0,3,22.0,0,0,9.0,S,0,1,UNKNOWN,345767,6,6_34,0,20-30,20-30_Pclass_3,0-10,Alone,66.0,324,0.21374045801526717
0,3,2.0,0,1,10.4625,S,1,2,UNKNOWN,347054,6,6_34,1,<20,<20_Pclass_3,10-20,Small,6.0,113,0.40217391304347827
0,1,28.0,1,0,82.1708,C,0,2,PC,17604,5,5_17,0,20-30,20-30_Pclass_1,80-90,Small,28.0,101,0.6842105263157895
0,3,18.0,0,0,7.75,S,0,1,UNKNOWN,347078,6,6_34,0,<20,<20_Pclass_3,0-10,Alone,54.0,324,0.21374045801526717
0,3,28.0,0,0,22.525,S,0,1,C,4001,4,4_40,0,20-30,20-30_Pclass_3,20-30,Alone,84.0,324,0.21374045801526717
1,2,19.0,0,0,26.0,S,1,1,UNKNOWN,250655,6,6_25,1,<20,<20_Pclass_2,20-30,Alone,38.0,104,0.36470588235294116
0,3,30.0,0,0,8.05,S,0,1,A/,2817,4,4_28,0,20-30,20-30_Pclass_3,0-10,Alone,90.0,324,0.21374045801526717
1,1,60.0,1,0,75.25,C,2,2,UNKNOWN,110813,6,6_11,1,50-60,50-60_Pclass_1,70-80,Small,60.0,101,0.6842105263157895
0,3,20.0,0,0,7.8542,S,0,1,UNKNOWN,347466,6,6_34,0,<20,<20_Pclass_3,0-10,Alone,60.0,324,0.21374045801526717
0,1,45.0,0,0,35.5,S,0,1,UNKNOWN,113784,6,6_11,0,40-50,40-50_Pclass_1,30-40,Alone,45.0,109,0.5365853658536586
0,3,21.0,0,0,8.05,S,1,1,SOTON/O.Q.,392087,6,6_39,1,20-30,20-30_Pclass_3,0-10,Alone,63.0,324,0.21374045801526717
1,2,24.0,0,0,13.0,S,1,1,UNKNOWN,248733,6,6_24,1,20-30,20-30_Pclass_2,10-20,Alone,48.0,104,0.36470588235294116
0,3,30.0,0,0,7.75,Q,0,1,UNKNOWN,383121,6,6_38,0,20-30,20-30_Pclass_3,0-10,Alone,90.0,324,0.21374045801526717
1,3,21.0,1,0,15.5,Q,1,2,UNKNOWN,367230,6,6_36,1,20-30,20-30_Pclass_3,10-20,Small,63.0,113,0.40217391304347827
0,3,39.0,1,5,31.275,S,0,7,UNKNOWN,347082,6,6_34,0,30-40,30-40_Pclass_3,30-40,Large,117.0,54,0.06818181818181818
1,3,26.0,0,0,7.8542,S,1,1,UNKNOWN,347470,6,6_34,1,20-30,20-30_Pclass_3,0-10,Alone,78.0,324,0.21374045801526717
1,2,24.0,2,1,27.0,S,2,4,UNKNOWN,243847,6,6_24,1,20-30,20-30_Pclass_2,20-30,Small,48.0,78,0.625
1,2,36.0,0,0,13.0,S,1,1,UNKNOWN,27849,5,5_27,1,30-40,30-40_Pclass_2,10-20,Alone,72.0,104,0.36470588235294116
0,1,37.0,0,1,29.7,C,0,2,PC,17596,5,5_17,0,30-40,30-40_Pclass_1,20-30,Small,37.0,101,0.6842105263157895
1,1,35.0,0,1,55.0,S,2,2,UNKNOWN,113505,6,6_11,1,30-40,30-40_Pclass_1,50-60,Small,35.0,101,0.6842105263157895
0,2,28.0,0,0,10.5,S,0,1,C.A./SOTON,34068,5,5_34,0,20-30,20-30_Pclass_2,10-20,Alone,56.0,104,0.36470588235294116
0,3,19.0,0,0,7.8958,S,0,1,UNKNOWN,349231,6,6_34,0,<20,<20_Pclass_3,0-10,Alone,57.0,324,0.21374045801526717
0,3,43.0,0,0,6.45,S,0,1,C,7075,4,4_70,0,40-50,40-50_Pclass_3,0-10,Alone,129.0,324,0.21374045801526717
1,1,25.0,1,0,91.0792,C,0,2,UNKNOWN,11967,5,5_11,0,20-30,20-30_Pclass_1,90-100,Small,25.0,101,0.6842105263157895
0,3,47.0,0,0,9.0,S,0,1,UNKNOWN,345765,6,6_34,0,40-50,40-50_Pclass_3,0-10,Alone,141.0,324,0.21374045801526717
1,1,16.0,0,0,86.5,S,1,1,UNKNOWN,110152,6,6_11,1,<20,<20_Pclass_1,80-90,Alone,16.0,109,0.5365853658536586
1,2,0.83,1,1,18.75,S,3,3,UNKNOWN,29106,5,5_29,0,<20,<20_Pclass_2,10-20,Small,1.66,78,0.625
0,3,22.0,0,0,7.125,S,0,1,STON/O,3101275,7,7_31,0,20-30,20-30_Pclass_3,0-10,Alone,66.0,324,0.21374045801526717
0,3,19.0,0,0,7.8958,S,0,1,UNKNOWN,349205,6,6_34,0,<20,<20_Pclass_3,0-10,Alone,57.0,324,0.21374045801526717
0,2,28.0,0,0,13.5,S,0,1,UNKNOWN,218629,6,6_21,0,20-30,20-30_Pclass_2,10-20,Alone,56.0,104,0.36470588235294116
0,3,14.0,4,1,39.6875,S,0,6,UNKNOWN,3101295,7,7_31,0,<20,<20_Pclass_3,30-40,Large,42.0,54,0.06818181818181818
0,3,36.0,0,0,7.8958,S,0,1,UNKNOWN,349247,6,6_34,0,30-40,30-40_Pclass_3,0-10,Alone,108.0,324,0.21374045801526717
0,1,29.0,0,0,30.0,S,0,1,UNKNOWN,113501,6,6_11,0,20-30,20-30_Pclass_1,30-40,Alone,29.0,109,0.5365853658536586
0,3,42.0,0,0,7.65,S,0,1,UNKNOWN,348121,6,6_34,0,40-50,40-50_Pclass_3,0-10,Alone,126.0,324,0.21374045801526717
0,1,30.0,0,0,52.0,S,0,1,UNKNOWN,110465,6,6_11,0,20-30,20-30_Pclass_1,50-60,Alone,30.0,109,0.5365853658536586
1,1,27.0,0,0,76.7292,C,0,1,PC,17572,5,5_17,0,20-30,20-30_Pclass_1,70-80,Alone,27.0,109,0.5365853658536586
1,3,29.0,0,0,7.75,Q,0,1,UNKNOWN,382651,6,6_38,0,20-30,20-30_Pclass_3,0-10,Alone,87.0,324,0.21374045801526717
1,2,5.0,1,2,27.75,S,1,4,C.A.,34651,5,5_34,1,<20,<20_Pclass_2,20-30,Small,10.0,78,0.625
0,3,22.0,0,0,9.8375,S,1,1,UNKNOWN,7553,4,4_75,1,20-30,20-30_Pclass_3,0-10,Alone,66.0,324,0.21374045801526717
0,3,30.0,0,0,7.75,Q,0,1,UNKNOWN,372622,6,6_37,0,20-30,20-30_Pclass_3,0-10,Alone,90.0,324,0.21374045801526717
1,2,30.0,0,0,13.0,S,1,1,UNKNOWN,250648,6,6_25,1,20-30,20-30_Pclass_2,10-20,Alone,60.0,104,0.36470588235294116
0,1,62.0,0,0,26.55,S,0,1,UNKNOWN,113514,6,6_11,0,60-70,60-70_Pclass_1,20-30,Alone,62.0,109,0.5365853658536586
1,2,34.0,0,0,13.0,S,0,1,UNKNOWN,248698,6,6_24,0,30-40,30-40_Pclass_2,10-20,Alone,68.0,104,0.36470588235294116
0,3,28.0,0,0,7.8958,S,0,1,UNKNOWN,349243,6,6_34,0,20-30,20-30_Pclass_3,0-10,Alone,84.0,324,0.21374045801526717
0,3,30.0,0,0,7.75,Q,0,1,UNKNOWN,371060,6,6_37,0,20-30,20-30_Pclass_3,0-10,Alone,90.0,324,0.21374045801526717
0,3,44.0,0,1,16.1,S,0,2,UNKNOWN,371362,6,6_37,0,40-50,40-50_Pclass_3,10-20,Small,132.0,113,0.40217391304347827
0,3,45.0,0,0,7.75,S,1,1,UNKNOWN,347073,6,6_34,1,40-50,40-50_Pclass_3,0-10,Alone,135.0,324,0.21374045801526717
0,2,19.0,0,0,13.0,S,0,1,UNKNOWN,28424,5,5_28,0,<20,<20_Pclass_2,10-20,Alone,38.0,104,0.36470588235294116
0,2,18.0,0,0,73.5,S,0,1,S.O.C.,14879,5,5_14,0,<20,<20_Pclass_2,70-80,Alone,36.0,104,0.36470588235294116
0,3,31.0,0,0,7.775,S,0,1,UNKNOWN,347063,6,6_34,0,30-40,30-40_Pclass_3,0-10,Alone,93.0,324,0.21374045801526717
0,2,30.0,0,0,0.0,S,0,1,UNKNOWN,239853,6,6_23,0,20-30,20-30_Pclass_2,0-10,Alone,60.0,104,0.36470588235294116
0,3,21.0,0,0,7.25,S,0,1,SOTON/OQ,3101317,7,7_31,0,20-30,20-30_Pclass_3,0-10,Alone,63.0,324,0.21374045801526717
0,2,25.0,0,0,13.0,S,0,1,UNKNOWN,244361,6,6_24,0,20-30,20-30_Pclass_2,10-20,Alone,50.0,104,0.36470588235294116
0,3,32.0,0,0,8.3625,S,0,1,UNKNOWN,8471,4,4_84,0,30-40,30-40_Pclass_3,0-10,Alone,96.0,324,0.21374045801526717
0,2,30.0,1,0,24.0,C,0,2,P/PP,3381,4,4_33,0,20-30,20-30_Pclass_2,20-30,Small,60.0,78,0.625
0,3,40.0,0,0,7.225,C,0,1,UNKNOWN,2623,4,4_26,0,30-40,30-40_Pclass_3,0-10,Alone,120.0,324,0.21374045801526717
0,3,33.0,0,0,7.8958,C,0,1,UNKNOWN,349241,6,6_34,0,30-40,30-40_Pclass_3,0-10,Alone,99.0,324,0.21374045801526717
0,3,36.0,0,0,7.4958,S,0,1,UNKNOWN,349210,6,6_34,0,30-40,30-40_Pclass_3,0-10,Alone,108.0,324,0.21374045801526717
1,1,47.0,1,1,52.5542,S,2,3,UNKNOWN,11751,5,5_11,1,40-50,40-50_Pclass_1,50-60,Small,47.0,101,0.6842105263157895
0,2,34.0,1,0,26.0,S,0,2,UNKNOWN,244367,6,6_24,0,30-40,30-40_Pclass_2,20-30,Small,68.0,78,0.625
0,3,19.0,0,0,8.05,S,0,1,UNKNOWN,323951,6,6_32,0,<20,<20_Pclass_3,0-10,Alone,57.0,324,0.21374045801526717
0,3,30.0,0,0,8.05,S,0,1,SOTON/OQ,392086,6,6_39,0,20-30,20-30_Pclass_3,0-10,Alone,90.0,324,0.21374045801526717
1,2,50.0,0,0,10.5,S,1,1,F.C.C.,13531,5,5_13,1,40-50,40-50_Pclass_2,10-20,Alone,100.0,104,0.36470588235294116
1,3,21.0,2,0,23.25,Q,1,3,UNKNOWN,367226,6,6_36,1,20-30,20-30_Pclass_3,20-30,Small,63.0,113,0.40217391304347827
0,3,30.0,1,0,7.75,Q,0,2,UNKNOWN,367229,6,6_36,0,20-30,20-30_Pclass_3,0-10,Small,90.0,113,0.40217391304347827
0,2,30.0,0,0,0.0,S,0,1,UNKNOWN,239853,6,6_23,0,20-30,20-30_Pclass_2,0-10,Alone,60.0,104,0.36470588235294116
0,3,30.0,0,0,8.05,S,0,1,A,54510,5,5_54,0,20-30,20-30_Pclass_3,0-10,Alone,90.0,324,0.21374045801526717
0,3,35.0,0,0,8.05,S,0,1,UNKNOWN,364512,6,6_36,0,30-40,30-40_Pclass_3,0-10,Alone,105.0,324,0.21374045801526717
0,2,35.0,0,0,26.0,S,0,1,UNKNOWN,239865,6,6_23,0,30-40,30-40_Pclass_2,20-30,Alone,70.0,104,0.36470588235294116
1,1,18.0,1,0,227.525,C,2,2,PC,17757,5,5_17,1,<20,<20_Pclass_1,200+,Small,18.0,101,0.6842105263157895
0,3,16.0,5,2,46.9,S,1,8,CA,2144,4,4_21,1,<20,<20_Pclass_3,40-50,Large,48.0,54,0.06818181818181818
1,3,21.0,0,0,7.65,S,1,1,UNKNOWN,343120,6,6_34,1,20-30,20-30_Pclass_3,0-10,Alone,63.0,324,0.21374045801526717
0,1,30.0,0,0,31.0,S,0,1,UNKNOWN,113798,6,6_11,0,20-30,20-30_Pclass_1,30-40,Alone,30.0,109,0.5365853658536586
0,3,41.0,2,0,14.1083,S,0,3,UNKNOWN,350026,6,6_35,0,40-50,40-50_Pclass_3,10-20,Small,123.0,113,0.40217391304347827
1,1,14.0,1,2,120.0,S,1,4,UNKNOWN,113760,6,6_11,1,<20,<20_Pclass_1,100-200,Small,14.0,101,0.6842105263157895
0,1,21.0,0,1,77.2875,S,0,2,UNKNOWN,35281,5,5_35,0,20-30,20-30_Pclass_1,70-80,Small,21.0,101,0.6842105263157895
